Classification Name,Classification Code,Country Name,Country Code,Time,Time Code,Cost of an energy sufficient diet in PPP dollars [CoCA_PPP],Cost of a nutrient adequate diet in PPP dollars [CoNA_PPP],Cost of a healthy diet in PPP dollars [CoHD_PPP],Cost of fruits in PPP dollars [CoHD_f_PPP],Cost of vegetables in PPP dollars [CoHD_v_PPP],Cost of starchy staples in PPP dollars [CoHD_ss_PPP],Cost of animal source foods in PPP dollars [CoHD_asf_PPP],"Cost of legumes, nuts and seeds in PPP dollars [CoHD_lns_PPP]",Cost of fats and oils in PPP dollars [CoHD_of_PPP],Cost of an energy sufficient diet in local currency unit [CoCA_LCU],Cost of a nutrient adequate diet in local currency unit [CoNA_LCU],Cost of a healthy diet in local currency unit [CoHD_LCU],Cost of fruits in local currency unit [CoHD_f_LCU],Cost of vegetables in local currency unit [CoHD_v_LCU],Cost of starchy staples in local currency unit [CoHD_ss_LCU],Cost of animal source foods in local currency unit [CoHD_asf_LCU],"Cost of legumes, nuts and seeds in local currency unit [CoHD_lns_LCU]",Cost of fats and oils in local currency unit [CoHD_of_LCU],Cost of a healthy diet relative to the cost of sufficient energy from starchy staples [CoHD_CoCA],Cost share for fruits in a least-cost healthy diet [CoHD_f_prop],Cost share for vegetables in a least-cost healthy diet [CoHD_v_prop],Cost share for starchy staples in a least-cost healthy diet [CoHD_ss_prop],Cost share for animal-sourced foods in a least-cost healthy diet [CoHD_asf_prop],"Cost share for legumes, nuts and seeds in a least-cost healthy diet [CoHD_lns_prop]",Cost share for oils and fats in a least-cost healthy diet [CoHD_of_prop],Cost of fruits relative to the starchy staples in a least-cost healthy diet [CoHD_f_ss],Cost of vegetables relative to the starchy staples in a least-cost healthy diet [CoHD_v_ss],Cost of animal-sourced foods relative to the starchy staples in a least-cost healthy diet [CoHD_asf_ss],"Cost of legumes, nuts and seeds relative to the starchy staples in a least-cost healthy diet [CoHD_lns_ss]",Cost of oils and fats relative to the starchy staples in a least-cost healthy diet [CoHD_of_ss],Affordability of an energy sufficient diet: ratio of cost to the food poverty line [CoCA_pov],Affordability of a nutrient adequate diet: ratio of cost to the food poverty line [CoNA_pov],Affordability of a healthy diet: ratio of cost to the food poverty line [CoHD_pov],Affordability of an energy sufficient diet: ratio of cost to food expenditures [CoCA_fexp],Affordability of a nutrient adequate diet: ratio of cost to food expenditures [CoNA_fexp],Affordability of a healthy diet: ratio of cost to food expenditures [CoHD_fexp],Percent of the population who cannot afford sufficient calories [CoCA_headcount],Percent of the population who cannot afford nutrient adequacy [CoNA_headcount],Percent of the population who cannot afford a healthy diet [CoHD_headcount],Millions of people who cannot afford sufficient calories [CoCA_unafford_n],Millions of people who cannot afford nutrient adequacy [CoNA_unafford_n],Millions of people who cannot afford a healthy diet [CoHD_unafford_n],Population [Pop]
Food Prices for Nutrition 4.0,FPN 4.0,St. Vincent and the Grenadines,VCT,2022,YR2022,..,..,5.48,..,..,..,..,..,..,..,..,9.26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.74,..,..,..,..,..,..,..,..,..,102046
Food Prices for Nutrition 4.0,FPN 4.0,St. Vincent and the Grenadines,VCT,2023,YR2023,..,..,6.03,..,..,..,..,..,..,..,..,10.24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.91,..,..,..,..,..,..,..,..,..,101323
Food Prices for Nutrition 4.0,FPN 4.0,St. Vincent and the Grenadines,VCT,2024,YR2024,..,..,6.43,..,..,..,..,..,..,..,..,10.98,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.04,..,..,..,..,..,..,..,..,..,100616
Food Prices for Nutrition 4.0,FPN 4.0,Sub-Saharan Africa,SSF,2017,YR2017,..,..,3.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.74,..,..,..,..,..,70.6,..,..,763.2,..
Food Prices for Nutrition 4.0,FPN 4.0,Sub-Saharan Africa,SSF,2018,YR2018,..,..,3.09,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.74,..,..,..,..,..,69.6,..,..,772.9,..
Food Prices for Nutrition 4.0,FPN 4.0,Sub-Saharan Africa,SSF,2019,YR2019,..,..,3.18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.89,..,..,..,..,..,69.6,..,..,792.5,..
Food Prices for Nutrition 4.0,FPN 4.0,Sub-Saharan Africa,SSF,2020,YR2020,..,..,3.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.84,..,..,..,..,..,71,..,..,830.6,..
Food Prices for Nutrition 4.0,FPN 4.0,Sub-Saharan Africa,SSF,2021,YR2021,1.12,2.43,3.5,0.41,0.65,0.66,1.22,0.35,0.2,..,..,..,..,..,..,..,..,..,3.33,0.12,0.18,0.19,0.35,0.1,0.06,0.65,1.03,1.91,0.55,0.31,0.63,1.38,1.98,0.46,1.02,1.49,39.6,57.7,70.8,474.6,691.9,848.4,..
Food Prices for Nutrition 4.0,FPN 4.0,Sub-Saharan Africa,SSF,2022,YR2022,..,..,3.85,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.24,..,..,..,..,..,70.5,..,..,867.2,..
Food Prices for Nutrition 4.0,FPN 4.0,Sub-Saharan Africa,SSF,2023,YR2023,..,..,4.12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.52,..,..,..,..,..,71,..,..,893.9,..
Food Prices for Nutrition 4.0,FPN 4.0,Sub-Saharan Africa,SSF,2024,YR2024,..,..,4.35,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.87,..,..,..,..,..,71.3,..,..,920.7,..
Food Prices for Nutrition 4.0,FPN 4.0,Sudan,SDN,2017,YR2017,..,..,2.59,..,..,..,..,..,..,..,..,14.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.92,..,..,..,..,..,46.4,..,..,19.8,42714306
Food Prices for Nutrition 4.0,FPN 4.0,Sudan,SDN,2018,YR2018,..,..,2.77,..,..,..,..,..,..,..,..,23.89,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.05,..,..,..,..,..,51.3,..,..,22.7,44230596
Food Prices for Nutrition 4.0,FPN 4.0,Sudan,SDN,2019,YR2019,..,..,2.87,..,..,..,..,..,..,..,..,38.86,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.12,..,..,..,..,..,57.8,..,..,26.3,45548175
Food Prices for Nutrition 4.0,FPN 4.0,Sudan,SDN,2020,YR2020,..,..,2.86,..,..,..,..,..,..,..,..,91.73,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.12,..,..,..,..,..,59,..,..,27.6,46789231
Food Prices for Nutrition 4.0,FPN 4.0,Sudan,SDN,2021,YR2021,0.97,1.74,3.03,0.36,0.6,0.5,0.94,0.34,0.29,97.97,176.5,307.28,36.88,61.21,50.53,95.15,34.22,29.3,3.14,0.12,0.2,0.16,0.31,0.11,0.1,0.73,1.21,1.88,0.68,0.58,0.72,1.29,2.24,0.22,0.39,0.67,8.2,20.5,45.2,3.9,9.8,21.7,48066924
Food Prices for Nutrition 4.0,FPN 4.0,Sudan,SDN,2022,YR2022,..,..,2.75,..,..,..,..,..,..,..,..,616.39,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.04,..,..,..,..,..,35.2,..,..,17.4,49383346
Food Prices for Nutrition 4.0,FPN 4.0,Sudan,SDN,2023,YR2023,..,..,2.94,..,..,..,..,..,..,..,..,867.71,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.18,..,..,..,..,..,47,..,..,23.5,50042791
Food Prices for Nutrition 4.0,FPN 4.0,Sudan,SDN,2024,YR2024,..,..,3.32,..,..,..,..,..,..,..,..,1150.67,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.46,..,..,..,..,..,54.2,..,..,27.4,50448963
Food Prices for Nutrition 4.0,FPN 4.0,Suriname,SUR,2017,YR2017,..,..,4.4,..,..,..,..,..,..,..,..,13.15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.4,..,..,..,..,..,19.5,..,..,0.1,593713
Food Prices for Nutrition 4.0,FPN 4.0,Suriname,SUR,2018,YR2018,..,..,4.33,..,..,..,..,..,..,..,..,14.37,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.37,..,..,..,..,..,18.5,..,..,0.1,599513
Food Prices for Nutrition 4.0,FPN 4.0,Suriname,SUR,2019,YR2019,..,..,4.67,..,..,..,..,..,..,..,..,15.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.48,..,..,..,..,..,18.5,..,..,0.1,605768
Food Prices for Nutrition 4.0,FPN 4.0,Suriname,SUR,2020,YR2020,..,..,4.94,..,..,..,..,..,..,..,..,21.41,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.57,..,..,..,..,..,24.6,..,..,0.2,612317
Food Prices for Nutrition 4.0,FPN 4.0,Suriname,SUR,2021,YR2021,1.05,3.5,5.44,1.07,1.45,0.62,1.13,0.95,0.22,6.66,22.14,34.47,6.81,9.2,3.94,7.14,6.03,1.37,5.17,0.2,0.27,0.11,0.21,0.18,0.04,1.73,2.34,1.81,1.53,0.35,0.33,1.11,1.73,0.13,0.43,0.66,8.3,17.7,25.7,0.1,0.1,0.2,617896
Food Prices for Nutrition 4.0,FPN 4.0,Suriname,SUR,2022,YR2022,..,..,5.88,..,..,..,..,..,..,..,..,52.55,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.87,..,..,..,..,..,25.4,..,..,0.2,623164
Food Prices for Nutrition 4.0,FPN 4.0,Suriname,SUR,2023,YR2023,..,..,6.4,..,..,..,..,..,..,..,..,83.28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.03,..,..,..,..,..,25.7,..,..,0.2,628886
Food Prices for Nutrition 4.0,FPN 4.0,Suriname,SUR,2024,YR2024,..,..,6.16,..,..,..,..,..,..,..,..,90.55,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.96,..,..,..,..,..,23.7,..,..,0.2,634431
Food Prices for Nutrition 4.0,FPN 4.0,Sweden,SWE,2017,YR2017,..,..,2.71,..,..,..,..,..,..,..,..,25.66,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.24,..,..,..,..,..,3.5,..,..,0.4,10057862
Food Prices for Nutrition 4.0,FPN 4.0,Sweden,SWE,2018,YR2018,..,..,2.77,..,..,..,..,..,..,..,..,26.27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,..,4.1,..,..,0.4,10175405
Food Prices for Nutrition 4.0,FPN 4.0,Sweden,SWE,2019,YR2019,..,..,2.91,..,..,..,..,..,..,..,..,27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.26,..,..,..,..,..,3.5,..,..,0.4,10279125
Food Prices for Nutrition 4.0,FPN 4.0,Sweden,SWE,2020,YR2020,..,..,3,..,..,..,..,..,..,..,..,27.58,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.27,..,..,..,..,..,2.9,..,..,0.3,10353686
Food Prices for Nutrition 4.0,FPN 4.0,Sweden,SWE,2021,YR2021,0.33,2.57,3.06,0.8,0.89,0.3,0.58,0.4,0.09,3.01,23.27,27.69,7.26,8.04,2.75,5.27,3.61,0.77,9.19,0.26,0.29,0.1,0.19,0.13,0.03,2.65,2.93,1.92,1.32,0.28,0.03,0.23,0.27,0.04,0.33,0.4,2.7,3.6,3.6,0.3,0.4,0.4,10416131
Food Prices for Nutrition 4.0,FPN 4.0,Sweden,SWE,2022,YR2022,..,..,3.5,..,..,..,..,..,..,..,..,30.78,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.31,..,..,..,..,..,3.6,..,..,0.4,10487338
Food Prices for Nutrition 4.0,FPN 4.0,Sweden,SWE,2023,YR2023,..,..,3.83,..,..,..,..,..,..,..,..,34.57,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.34,..,..,..,..,..,3.9,..,..,0.4,10551494
Food Prices for Nutrition 4.0,FPN 4.0,Sweden,SWE,2024,YR2024,..,..,3.89,..,..,..,..,..,..,..,..,35.07,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.35,..,..,..,..,..,3.9,..,..,0.4,10606999
Food Prices for Nutrition 4.0,FPN 4.0,Switzerland,CHE,2017,YR2017,..,..,2.39,..,..,..,..,..,..,..,..,3.28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.21,..,..,..,..,..,1.3,..,..,0.1,8453628
Food Prices for Nutrition 4.0,FPN 4.0,Switzerland,CHE,2018,YR2018,..,..,2.45,..,..,..,..,..,..,..,..,3.33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.22,..,..,..,..,..,1.6,..,..,0.1,8516344
Food Prices for Nutrition 4.0,FPN 4.0,Switzerland,CHE,2019,YR2019,..,..,2.55,..,..,..,..,..,..,..,..,3.33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.23,..,..,..,..,..,1.4,..,..,0.1,8577524
Food Prices for Nutrition 4.0,FPN 4.0,Switzerland,CHE,2020,YR2020,..,..,2.59,..,..,..,..,..,..,..,..,3.33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.23,..,..,..,..,..,1.3,..,..,0.1,8640582
Food Prices for Nutrition 4.0,FPN 4.0,Switzerland,CHE,2021,YR2021,0.45,2.25,2.63,0.63,0.7,0.23,0.63,0.34,0.11,0.56,2.8,3.28,0.79,0.87,0.29,0.78,0.42,0.14,5.83,0.24,0.26,0.09,0.24,0.13,0.04,2.69,2.97,2.68,1.45,0.46,0.04,0.2,0.23,0.06,0.28,0.33,1,1.2,1.2,0.1,0.1,0.1,8707023
Food Prices for Nutrition 4.0,FPN 4.0,Switzerland,CHE,2022,YR2022,..,..,2.85,..,..,..,..,..,..,..,..,3.33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,..,1.2,..,..,0.1,8792182
Food Prices for Nutrition 4.0,FPN 4.0,Switzerland,CHE,2023,YR2023,..,..,3.01,..,..,..,..,..,..,..,..,3.49,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.27,..,..,..,..,..,1.2,..,..,0.1,8870561
Food Prices for Nutrition 4.0,FPN 4.0,Switzerland,CHE,2024,YR2024,..,..,3.07,..,..,..,..,..,..,..,..,3.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.27,..,..,..,..,..,1.2,..,..,0.1,8921981
Food Prices for Nutrition 4.0,FPN 4.0,Syrian Arab Republic,SYR,2017,YR2017,..,..,2.5,..,..,..,..,..,..,..,..,529.88,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.85,..,..,..,..,..,24.7,..,..,4.7,19224668
Food Prices for Nutrition 4.0,FPN 4.0,Syrian Arab Republic,SYR,2018,YR2018,..,..,2.55,..,..,..,..,..,..,..,..,531.73,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.89,..,..,..,..,..,19.2,..,..,3.8,19577845
Food Prices for Nutrition 4.0,FPN 4.0,Syrian Arab Republic,SYR,2019,YR2019,..,..,2.61,..,..,..,..,..,..,..,..,609.37,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.93,..,..,..,..,..,17.4,..,..,3.5,20353534
Food Prices for Nutrition 4.0,FPN 4.0,Syrian Arab Republic,SYR,2020,YR2020,..,..,3.91,..,..,..,..,..,..,..,..,1361.77,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.89,..,..,..,..,..,36.4,..,..,7.7,21049429
Food Prices for Nutrition 4.0,FPN 4.0,Syrian Arab Republic,SYR,2021,YR2021,0.97,3.1,5.01,0.83,0.36,0.92,1.82,0.61,0.48,489.5,1570.04,2540.53,418.57,182.65,467.09,923.77,306.82,241.64,5.19,0.17,0.07,0.18,0.36,0.12,0.1,0.9,0.39,1.98,0.66,0.52,0.72,2.3,3.71,0.59,1.89,3.05,3.9,26.2,52.5,0.9,5.7,11.4,21628839
Food Prices for Nutrition 4.0,FPN 4.0,Syrian Arab Republic,SYR,2022,YR2022,..,..,5.4,..,..,..,..,..,..,..,..,3440.59,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,54.6,..,..,12.3,22462173
Food Prices for Nutrition 4.0,FPN 4.0,Syrian Arab Republic,SYR,2023,YR2023,..,..,5.61,..,..,..,..,..,..,..,..,4339.22,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.16,..,..,..,..,..,55.6,..,..,13.1,23594623
Food Prices for Nutrition 4.0,FPN 4.0,Syrian Arab Republic,SYR,2024,YR2024,..,..,5.77,..,..,..,..,..,..,..,..,5237.17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.28,..,..,..,..,..,57.1,..,..,14.1,24672760
Food Prices for Nutrition 4.0,FPN 4.0,"Taiwan, China",TWN,2017,YR2017,..,..,4,..,..,..,..,..,..,..,..,66.22,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.36,..,..,..,..,..,5.7,..,..,1.4,23632948
Food Prices for Nutrition 4.0,FPN 4.0,"Taiwan, China",TWN,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.7,..,..,1.4,23659305
Food Prices for Nutrition 4.0,FPN 4.0,"Taiwan, China",TWN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.7,..,..,1.4,23674138
Food Prices for Nutrition 4.0,FPN 4.0,"Taiwan, China",TWN,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.7,..,..,1.4,23663459
Food Prices for Nutrition 4.0,FPN 4.0,"Taiwan, China",TWN,2021,YR2021,1.95,3.46,4.95,0.75,1.15,1.04,1.29,0.57,0.15,30.64,54.3,77.74,11.79,18.04,16.37,20.2,8.98,2.36,2.54,0.15,0.23,0.21,0.26,0.12,0.03,0.72,1.1,1.23,0.55,0.14,0.17,0.31,0.44,0.2,0.36,0.51,2.5,3.2,5.7,0.6,0.8,1.4,23558333
Food Prices for Nutrition 4.0,FPN 4.0,"Taiwan, China",TWN,2022,YR2022,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.7,..,..,1.3,23420111
Food Prices for Nutrition 4.0,FPN 4.0,"Taiwan, China",TWN,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.7,..,..,1.3,23317145
Food Prices for Nutrition 4.0,FPN 4.0,"Taiwan, China",TWN,2024,YR2024,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.7,..,..,1.3,23213962
Food Prices for Nutrition 4.0,FPN 4.0,Tajikistan,TJK,2017,YR2017,..,..,2.99,..,..,..,..,..,..,..,..,8.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.47,..,..,..,..,..,36,..,..,3.3,9085946
Food Prices for Nutrition 4.0,FPN 4.0,Tajikistan,TJK,2018,YR2018,..,..,2.99,..,..,..,..,..,..,..,..,8.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.46,..,..,..,..,..,33.5,..,..,3.1,9307333
Food Prices for Nutrition 4.0,FPN 4.0,Tajikistan,TJK,2019,YR2019,..,..,3.17,..,..,..,..,..,..,..,..,9.21,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.55,..,..,..,..,..,32.3,..,..,3.1,9529966
Food Prices for Nutrition 4.0,FPN 4.0,Tajikistan,TJK,2020,YR2020,..,..,3.43,..,..,..,..,..,..,..,..,10.28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.68,..,..,..,..,..,32.5,..,..,3.2,9749310
Food Prices for Nutrition 4.0,FPN 4.0,Tajikistan,TJK,2021,YR2021,1.12,2.31,3.53,0.84,0.51,0.73,0.94,0.26,0.25,3.62,7.43,11.36,2.71,1.63,2.34,3.02,0.84,0.82,3.14,0.24,0.14,0.21,0.27,0.07,0.07,1.16,0.7,1.29,0.36,0.35,0.55,1.13,1.73,0.36,0.75,1.14,6.1,16,29.8,0.6,1.6,3,9966908
Food Prices for Nutrition 4.0,FPN 4.0,Tajikistan,TJK,2022,YR2022,..,..,3.68,..,..,..,..,..,..,..,..,12.19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8,..,..,..,..,..,27.9,..,..,2.8,10182222
Food Prices for Nutrition 4.0,FPN 4.0,Tajikistan,TJK,2023,YR2023,..,..,3.68,..,..,..,..,..,..,..,..,12.65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8,..,..,..,..,..,25.9,..,..,2.7,10389799
Food Prices for Nutrition 4.0,FPN 4.0,Tajikistan,TJK,2024,YR2024,..,..,3.62,..,..,..,..,..,..,..,..,12.92,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.77,..,..,..,..,..,24.3,..,..,2.6,10590927
Food Prices for Nutrition 4.0,FPN 4.0,Tanzania,TZA,2017,YR2017,..,..,2.14,..,..,..,..,..,..,..,..,1663.72,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.05,..,..,..,..,..,75.7,..,..,42.1,55652890
Food Prices for Nutrition 4.0,FPN 4.0,Tanzania,TZA,2018,YR2018,..,..,2.3,..,..,..,..,..,..,..,..,1712.84,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.13,..,..,..,..,..,75.3,..,..,43.2,57437145
Food Prices for Nutrition 4.0,FPN 4.0,Tanzania,TZA,2019,YR2019,..,..,2.45,..,..,..,..,..,..,..,..,1762.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.2,..,..,..,..,..,74.4,..,..,44,59174891
Food Prices for Nutrition 4.0,FPN 4.0,Tanzania,TZA,2020,YR2020,..,..,2.64,..,..,..,..,..,..,..,..,1835.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.3,..,..,..,..,..,74.9,..,..,45.7,60972798
Food Prices for Nutrition 4.0,FPN 4.0,Tanzania,TZA,2021,YR2021,1.03,2.06,2.79,0.17,0.21,0.68,1.07,0.31,0.34,704.83,1403.98,1903.74,116.88,145.59,465.16,730.64,213.56,231.91,2.7,0.06,0.08,0.24,0.38,0.11,0.12,0.25,0.31,1.57,0.46,0.5,0.51,1.01,1.37,1.1,2.19,2.98,50.5,66.9,74.5,31.8,42,46.8,62830412
Food Prices for Nutrition 4.0,FPN 4.0,Tanzania,TZA,2022,YR2022,..,..,3.1,..,..,..,..,..,..,..,..,2042.76,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.52,..,..,..,..,..,74.7,..,..,48.3,64711821
Food Prices for Nutrition 4.0,FPN 4.0,Tanzania,TZA,2023,YR2023,..,..,3.32,..,..,..,..,..,..,..,..,2182.48,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.63,..,..,..,..,..,74.9,..,..,49.9,66617606
Food Prices for Nutrition 4.0,FPN 4.0,Tanzania,TZA,2024,YR2024,..,..,3.37,..,..,..,..,..,..,..,..,2214.87,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.65,..,..,..,..,..,73.8,..,..,50.6,68560157
Food Prices for Nutrition 4.0,FPN 4.0,Thailand,THA,2017,YR2017,..,..,4.27,..,..,..,..,..,..,..,..,53.58,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.36,..,..,..,..,..,22.8,..,..,16.3,71160187
Food Prices for Nutrition 4.0,FPN 4.0,Thailand,THA,2018,YR2018,..,..,4.34,..,..,..,..,..,..,..,..,53.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.38,..,..,..,..,..,23.6,..,..,16.8,71376079
Food Prices for Nutrition 4.0,FPN 4.0,Thailand,THA,2019,YR2019,..,..,4.5,..,..,..,..,..,..,..,..,55.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.43,..,..,..,..,..,21.4,..,..,15.3,71522271
Food Prices for Nutrition 4.0,FPN 4.0,Thailand,THA,2020,YR2020,..,..,4.65,..,..,..,..,..,..,..,..,55.72,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.48,..,..,..,..,..,21.2,..,..,15.2,71641484
Food Prices for Nutrition 4.0,FPN 4.0,Thailand,THA,2021,YR2021,1.29,3.44,4.75,0.83,0.94,0.87,0.93,1.03,0.15,15.06,40.29,55.65,9.75,10.99,10.13,10.91,12.08,1.8,3.69,0.18,0.2,0.18,0.2,0.22,0.03,0.96,1.08,1.08,1.19,0.18,0.41,1.09,1.51,0.19,0.5,0.69,3,12.1,19.9,2.1,8.7,14.3,71727332
Food Prices for Nutrition 4.0,FPN 4.0,Thailand,THA,2022,YR2022,..,..,5.17,..,..,..,..,..,..,..,..,59.48,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.64,..,..,..,..,..,17.9,..,..,12.9,71735329
Food Prices for Nutrition 4.0,FPN 4.0,Thailand,THA,2023,YR2023,..,..,5.46,..,..,..,..,..,..,..,..,61.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.73,..,..,..,..,..,17.4,..,..,12.5,71702435
Food Prices for Nutrition 4.0,FPN 4.0,Thailand,THA,2024,YR2024,..,..,5.65,..,..,..,..,..,..,..,..,61.98,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8,..,..,..,..,..,16.8,..,..,12,71668011
Food Prices for Nutrition 4.0,FPN 4.0,Togo,TGO,2017,YR2017,..,..,2.54,..,..,..,..,..,..,..,..,614.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.88,..,..,..,..,..,63.6,..,..,5.1,8057140
